,ATVI,ADBE,AMD,ALXN,ALGN,GOOGL,GOOG,AMZN,AAL,AMGN,ADI,AAPL,AMAT,ASML,ADSK,ADP,BIDU,BIIB,BMRN,BKNG,AVGO,CDNS,CELG,CERN,CHTR,CHKP,CTAS,CSCO,CTXS,CTSH,CMCSA,COST,CSX,CTRP,DLTR,EBAY,EA,EXPE,FB,FAST,FISV,FOX,FOXA,GILD,HAS,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KLAC,LRCX,LBTYA,LBTYK,LULU,MAR,MXIM,MELI,MCHP,MU,MSFT,MDLZ,MNST,MYL,NTAP,NTES,NFLX,NVDA,NXPI,ORLY,PCAR,PAYX,PYPL,PEP,QCOM,REGN,ROST,SIRI,SWKS,SBUX,SYMC,SNPS,TMUS,TTWO,TSLA,TXN,KHC,ULTA,UAL,VRSN,VRSK,VRTX,WBA,WDAY,WDC,WLTW,WYNN,XEL,XLNX
CHKP,-0.06806115032628937,0.46442150787684006,0.6984817369425792,0.3409408781814935,0.3458354833539055,0.5216850235451389,0.5148342764479286,0.4347862375837197,-0.4186735756699622,0.5036601348945471,0.566250874217449,0.4967381524040762,-0.09882205415710714,0.3020641232303352,0.642661650861821,0.596408023307513,-0.24988887644284916,0.038987859579275495,0.3312109231895436,0.005118405363779225,0.5713380507764076,0.6771618581623299,-0.03727848161635492,0.32913542093867637,0.41338431868809383,1.0,0.5159994047042952,0.504036684017609,0.31560999281854574,0.18844125763937292,0.531965852860873,0.7887349580866686,0.6371136920101503,-0.13977136764027961,0.19170852771382754,0.006079090327221342,-0.03158199717132056,0.38998932213820264,0.20821800369712845,0.4341767695684592,0.6040518312310659,0.2303240407714613,0.22034750986855756,0.02232525330195131,0.4043301588446194,0.2996250432411779,0.5078798995017567,0.5124475839736338,-0.15059363754229965,0.2524270189515386,0.5820512536139135,0.5357911414151502,-0.07212827425522032,-0.24137996228315883,0.5206049608297058,0.2677890284545515,-0.46281129190683595,-0.46115959825029973,0.5129474111725697,0.21633173536041755,0.27967114097476464,0.5806669110225375,0.2513240384459203,0.06992757647684426,0.5343441188018909,0.5770763184163806,0.34379371179330004,-0.5270335543702378,0.33995576955643736,-0.22181834255281074,0.37701979203971553,0.11212740707882357,-0.2907456840444019,0.4712501792732019,0.4098041851792583,0.5844740319078374,0.5431252991616178,0.7042753970609708,0.27855420205548503,0.37855873657946126,0.40373380973695955,0.18368885415602326,-0.14304689660807263,0.5290214731224289,-0.17218228381469994,0.6655396794121456,0.7110616297734583,0.2625014845867006,0.05064563265682229,0.34945327950092525,-0.49812850988685914,0.48936725528235986,0.48824789981760464,0.6235435654369934,0.5259559188877465,0.5782163460466212,-0.2908582893726487,0.6164778729874173,-0.42237318592309775,0.6025355689637547,-0.11818039020252805,0.7356535081721324,0.6967033395570612
CTAS,0.2231346757000309,0.974779480261924,0.760278521093697,0.009227648045334684,0.8815868489276378,0.9139267853357533,0.9202702214770563,0.9641584042991598,-0.5976073901340108,0.7664925536969577,0.8837293647584527,0.8515528226788437,0.06204467454661399,0.8399933137947082,0.9253530130977903,0.9446590357191291,0.012372144352364816,0.1755115390647682,0.29326173566484603,0.3081534216946334,0.568844282808302,0.8434459862837534,-0.7350729983429495,0.034402072975006893,-0.13265751967637043,0.5159994047042952,1.0,0.9384497019206666,0.8734535200249969,0.55130377005323,0.07029150658829919,0.8709378201008521,0.9433447943397657,-0.5907454952649042,0.574631005375829,0.13934455300007792,0.22284097707562078,-0.3203691548071736,0.5194794722025002,0.7330355618291132,0.9587131508645654,0.77093832540546,0.7721866465747952,0.13636403266165492,0.026741730182397932,-0.31622593766033313,0.9349829718996506,0.9352912919837634,-0.8399056286523382,0.8610502490542917,0.9593793542311863,0.9435115124592175,0.5607318872139889,-0.349423038288983,0.7324497972186049,0.5346821205807243,-0.691878097385898,-0.7033313126314957,0.9189183006436046,0.7480364777043954,0.8620735724209541,0.8148954954593803,0.48377349949249737,0.6537097373313006,0.9725197431617785,0.4303675646937033,0.6211770200452765,-0.4622888772392767,0.9129013784413631,-0.43121266540178715,0.9417044412869356,0.5923807733244247,-0.3717654346801022,0.7498678107106725,0.33989434236087035,0.9059551197394982,0.9501631139244239,0.5322951736178569,0.5975459556532745,-0.41732721747965856,0.906539983766053,0.7518596332882249,-0.40149360028344433,0.5097718132148061,-0.76990845608052,0.9051374876989712,0.5047701195112307,0.7129171891876919,-0.18889453992167698,0.9149021826883861,-0.8920942488086157,0.29927262638732255,0.5458034091992227,0.9443071382594703,0.9496744118467587,0.8326993768756984,-0.718546591734788,0.8761695958943474,-0.5792416137380677,0.7546278836043736,0.299691814333572,0.6896955838806744,0.722834783196234
CSCO,0.02592178857177908,0.9409885236658714,0.7784753637834161,-0.00810238754814564,0.7340233943617651,0.828259567551279,0.840611512759312,0.9208808919898311,-0.6521575982291189,0.7136659178512195,0.8797765589886744,0.7681920456613366,-0.0487922425065342,0.7377038276662364,0.9066993136892217,0.9475375533183646,-0.1692329128286123,-0.0029365916237538794,0.18337618387020566,0.19770904876963255,0.6458757720724376,0.8643320007269566,-0.7568836572520542,-0.1089123568500291,-0.08081534971728467,0.504036684017609,0.9384497019206666,1.0,0.8244306303552861,0.42385016412616566,0.17118924011707953,0.8601523091855816,0.9226557404701975,-0.643684725922247,0.6130198701697094,0.1027729301673383,0.00703416155493335,-0.4372407574549365,0.36488438668233747,0.7955858538028,0.9623959943898391,0.7538740167629749,0.7523987094883043,-0.019212514514340973,-0.07182800783691558,-0.290897995216204,0.856911272410925,0.8915054298127909,-0.7991627734086793,0.8650267133494245,0.9636252359501938,0.9006958440210033,0.4218940323261966,-0.4493171987301518,0.7029189806398387,0.4578769464667003,-0.6880812654551628,-0.694027104592188,0.9301765279905669,0.6907224485526999,0.7851830689515387,0.8732990836112257,0.3610180630322431,0.5151011039987801,0.9678175798645459,0.5613661634721597,0.4999550024081554,-0.5243508826642851,0.8462234255858317,-0.4009582413462068,0.8955160585755215,0.4237720882242433,-0.43769314554333416,0.8408470445875877,0.3434887699032178,0.9199821322752919,0.929846600807016,0.5657785176072037,0.5793600226450548,-0.4712895600612448,0.9206255825369262,0.60404836210879,-0.5047597065161499,0.6925310238259251,-0.7193048378333876,0.910237699937336,0.6206334576199967,0.5553067733262436,-0.2911261513285729,0.8514962037569109,-0.9457669753364121,0.4508064938253405,0.6075899757401128,0.9490354002084247,0.9759460406693993,0.7660219221224095,-0.6696570470963557,0.9266032270577637,-0.6646831614852104,0.7567953692253707,0.18409884229496093,0.736367039849198,0.8308198659174445
CTXS,0.3044473405785526,0.9126285550270135,0.6500665659087045,-0.2040879414976239,0.8082443577798327,0.8222280046005158,0.8246759497153523,0.9281763568518481,-0.6005738123918367,0.7988239289145804,0.7003705314255321,0.8007156746030194,-0.05864535127558789,0.7099720198929006,0.7626832801678555,0.8206107173731645,0.06423211973211496,0.3193887147611576,0.4692360191852037,0.3953434707951583,0.323902465824002,0.5834492983426949,-0.8596658164332467,-0.19155535090775533,-0.46887494901268956,0.31560999281854574,0.8734535200249969,0.8244306303552861,1.0,0.5369572152338092,-0.21402240084751875,0.6246707087925327,0.8654470767358114,-0.6840506288140784,0.3768332957090689,-0.08040286676217821,0.21259390602108277,-0.3666362607308841,0.32802013178709116,0.6649279971006482,0.8426007563271725,0.9031189201671619,0.907058071943187,0.03220074182934251,-0.02003144499762647,-0.2720544646878975,0.8817785318260691,0.9248039272679527,-0.8861158698564938,0.8333122205776836,0.8502965992200543,0.9110842456077405,0.6083591910250673,-0.4390139841397305,0.5501353311204682,0.31960891249615075,-0.7249321452701414,-0.732460645020603,0.8331710693293424,0.6346962031483332,0.8117490618409835,0.5616885849181853,0.3073818300506401,0.6494431545473547,0.8613627625359961,0.1658694517225117,0.4165025914782303,-0.24742691570297712,0.9332070207461807,-0.5361536632859862,0.8973043643053306,0.5858519832370185,-0.5141825398196502,0.7259765180137345,0.009265337408270234,0.6979177278576436,0.7807742961680698,0.25840086185836986,0.40808277072316906,-0.44124374858642307,0.8686345706046352,0.8315819398878338,-0.4393378895032245,0.323919344184811,-0.8193349985514986,0.6712453483932795,0.32438870524939495,0.6915232392743783,-0.03553958172214315,0.8100030034929288,-0.7634545273238107,0.23403735823382352,0.6294957914757783,0.8025116171952984,0.8201685106608901,0.7435806157312959,-0.46040870143605495,0.7054662575695297,-0.5654219850252021,0.5009839965671542,0.24787450132298935,0.46558029355526265,0.521652133738784
CTSH,0.7552846599706818,0.5902091419420333,0.0882352294868902,-0.033654757511305776,0.742159503660422,0.7071644346965476,0.7127564270447788,0.5820324169076342,0.12480706136488917,0.5440027267533604,0.49466378392708865,0.6251882555010627,0.6516024601246945,0.8295287198705271,0.5173505374397191,0.36349813818217386,0.7075191526268942,0.3708818860324925,0.12109100901553314,0.7588032212765112,0.30319987064268983,0.3130424324542707,-0.43773320200581695,0.27922921279378765,-0.11590531936691657,0.18844125763937292,0.55130377005323,0.42385016412616566,0.5369572152338092,1.0,-0.26383729185572874,-0.3352302493643372,0.4058190063068797,-0.04135145836730144,0.4582050018758878,0.5617033453922468,0.7740735659197737,-0.14455598854338753,0.7056600205233381,0.3066185811553022,0.4915764010456295,0.3797813731083345,0.3829000022765916,0.5838440511283577,-0.004611824344906986,-0.5450865241312717,0.535877952024207,0.49021088968793414,-0.582498093140244,0.6548272298561911,0.45764859903532146,0.6280432838230647,0.7876775850385361,0.36581939042391914,0.6125810867978569,0.7351516982043355,-0.17628431260900007,-0.20084526127305635,0.2900002596455643,0.813280343508166,0.7787456946426186,0.3655746236594384,0.7057896991275225,0.8728199503146934,0.47961901444809646,-0.2153075839681835,0.6543481772055014,0.16260415053536467,0.6320750649885499,0.012611882889848046,0.631260465915054,0.8809641862332599,0.25427259753256914,0.011070033015313265,0.22138940427968332,0.27487994843612285,0.5559956557932327,0.05788052989715803,0.14692506691546275,-0.19226138218699232,0.3818766898160714,0.7701275942931884,0.30621838347178737,-0.1413403999660771,-0.23524798800354366,0.4306316828696352,-0.14039637995865162,0.7685406588880852,0.3464794341982493,0.7127338917659172,-0.3359730329119861,-0.39869041575640335,-0.05847071006930029,0.3627137088041952,0.36445068767817035,0.698578575850329,-0.47475401865703803,0.3106474230003092,0.1904966416282784,0.5013184344551421,0.7849041537657782,0.13457661900956008,0.15666170938250976
CMCSA,-0.3785687338501983,-0.01039395886770394,0.3021378734321846,0.24699962099840966,-0.13402329931868648,0.10315973006933223,0.10296434139402644,-0.030959226272913257,-0.05653470106838433,-0.018477806052548146,0.201554135289992,0.00944676304661839,-0.11761943293284248,-0.08608553907360962,0.18104722394444378,0.1956335744868209,-0.4451931776696347,-0.26044525241950955,-0.102518404996866,-0.37773142020882927,0.47649384244821325,0.44369498541309876,0.2704631836860598,0.3845222444589717,0.7932617027538158,0.531965852860873,0.07029150658829919,0.17118924011707953,-0.21402240084751875,-0.26383729185572874,1.0,0.4356049961442895,0.1780210157482935,0.08897309944598954,0.259336979806436,0.056549579412321554,-0.34681731261572313,0.3274274121209272,0.04109269005621497,0.16777453954060148,0.1725140342110159,-0.16781006964326853,-0.17692944061765767,-0.10532946729956869,0.3699522233975784,0.3830499364139239,0.0024916124870163047,0.008187308734931922,0.2572476029685555,-0.15965750431598447,0.14039061777060918,0.0013286743965314654,-0.43622304862124023,0.01714589389937028,0.2003425586583552,0.06422171777988443,0.01844174942567078,0.014216418766330714,0.11596037345796428,0.0015260956445303261,-0.10266949071204458,0.4543112207841442,0.02607743764056697,-0.3822154283876842,0.14410351537031318,0.7367929094829956,0.2827699372058423,-0.37270506230969147,-0.14445855521152595,0.29569407911736395,-0.12372374338794147,-0.31025478107193144,0.022940753277418402,0.21026284058185302,0.46994750198950114,0.3370119655895566,0.19903349712208537,0.7840856114508216,0.35339930743839404,0.33470415756227123,0.06012922223849041,-0.37825015636068626,-0.10277889837447512,0.5734859553379587,0.15395559442085363,0.37228555215240927,0.6558008806590108,-0.14305588115967777,-0.0347760245193225,-0.003582872260606976,-0.11540659112154782,0.48524293343480307,0.2403781564095326,0.2242336241084617,0.18951552760088833,0.11232087416814558,-0.011651892277034764,0.29069268762500045,-0.23134511808095154,0.38413615523170397,-0.25220201986889257,0.5024311414886152,0.44790450319289843
COST,-0.3178555419204907,0.8680822707197408,0.9044322863039717,0.5951886512552635,0.4069602643863897,0.6202300509457054,0.6268205354878698,0.8540053928494441,-0.7620883470388832,0.6116963725570496,0.5739344902065308,0.6550702924695258,-0.6881248532221396,0.09875888998363043,0.7873103377866738,0.9464484466042704,-0.6205575719996028,-0.17373769891659765,0.4909469293964876,-0.21952848676590017,0.2663569965281434,0.6970608308594296,-0.2645567940781277,-0.07855041804911576,0.18698420987826028,0.7887349580866686,0.8709378201008521,0.8601523091855816,0.6246707087925327,-0.3352302493643372,0.4356049961442895,1.0,0.9586838874739112,-0.4467427554654879,-0.20460374198044526,-0.4148626271680898,-0.3393235940267111,0.45610087968555113,-0.14078551748802365,0.5069473445858765,0.8894302788119302,0.4977524600377468,0.4938049641521035,-0.3152529259965049,0.49381586269128,0.7928584965278018,0.8024700333529197,0.8894479285099721,-0.4631232624135481,0.287553963226609,0.9061352972796094,0.8401534847419507,-0.28334357113023895,-0.664995542960676,0.24893276217482932,-0.35358424827499235,-0.6096194158102092,-0.6047804269555831,0.9288306949817767,-0.20601718133166697,0.1665857712327657,0.6165126703420193,-0.21130653342178676,-0.3190757785469761,0.9468391952047738,0.6607248242242375,-0.1068565414476105,-0.6425032361626983,0.7014253215325971,-0.6261112612651624,0.6627659875751188,-0.1762361217936598,-0.6326485873014923,0.8913381044392571,0.10332665028392161,0.8181720871449898,0.8148486140181928,0.6118839068788203,0.4317337045847518,0.17526633937509906,0.9033037442612138,0.19596002658541295,-0.5801123094669424,0.5655797713572331,-0.6572710822108463,0.7552070180868471,0.7689978891963718,0.021494264561804824,-0.410478157306389,0.3961104445638262,-0.7547481084051556,0.8614426857049128,0.8249267083524883,0.8898358980534019,0.9246152620794746,0.6899753218146405,-0.1763820346362736,0.7247087920628511,-0.7347944574200452,0.4084870603387096,-0.5759889643744885,0.6653850775174223,0.6384930168123281
CSX,0.11800158412679909,0.9369476263935124,0.85146620796417,0.026179820203655398,0.7836669646270702,0.8582146525846214,0.8603267002146688,0.9310771102230955,-0.697570422522703,0.7823607673869863,0.8319145134419305,0.8430855802847644,-0.13433896834696374,0.6924669854658417,0.9135502199611959,0.9597610795044415,-0.160123118383279,0.12161701722555615,0.40534010232975176,0.2244561980390771,0.5750215596767301,0.8388322145915285,-0.6933241102463245,0.015052722608405216,-0.10760604374851586,0.6371136920101503,0.9433447943397657,0.9226557404701975,0.8654470767358114,0.4058190063068797,0.1780210157482935,0.9586838874739112,1.0,-0.6165903540537255,0.4301466226662168,-0.04719163213243661,0.07761242861230234,-0.1823507186162973,0.3681046479233513,0.7193707089869213,0.9542925290309121,0.7730612066706383,0.7720373976110597,-0.014475329533856994,0.15456004689301145,-0.07280509610150222,0.9212045181842856,0.9456735342747672,-0.7768254657188485,0.7661418336110196,0.9603228669916035,0.9248784270468352,0.39704626431257817,-0.4776517885051392,0.653140573560303,0.3733968832505296,-0.7685118836917904,-0.7736536570209375,0.9403364755497887,0.6057036033474303,0.7393031222740605,0.7905484567896561,0.3363093268358059,0.4915599723995797,0.9578875378834243,0.5030719983969116,0.4853718176229189,-0.5405857694965204,0.8716574621402968,-0.5002705973483752,0.8774645045554823,0.45634754667222155,-0.5263211895112787,0.8193613585370172,0.24265692171675912,0.8878923517432572,0.8975222651942726,0.5997722205714693,0.5714212817024147,-0.28406264356443495,0.8950153333422955,0.6640088733970457,-0.48423575245425743,0.6031203885920865,-0.7654769278669689,0.8823230890039914,0.6356689619436783,0.6197267893386799,-0.15419699217525054,0.8015852854597793,-0.8840933278553826,0.48907884563664283,0.7149245429323267,0.9511966571121535,0.9475907641268864,0.79559596655253,-0.5786271776458844,0.8787652178584303,-0.6855263503951035,0.7065977850562101,0.11249627247361553,0.7510311597586742,0.7697014153378968
CTRP,0.1930574375886057,-0.6277774064152523,-0.5756897967205781,0.2517571953946704,-0.3610546134672647,-0.39596603482726733,-0.40638063840420463,-0.6197917809789167,0.6893555674764551,-0.6080293582853482,-0.36242669478347117,-0.43229663382613726,0.46333694442532963,-0.27662087187685264,-0.4890959786343231,-0.6555704701873487,0.3402935545793984,-0.2870177515154761,-0.2530211409032684,0.19781195090776563,-0.13129044377494556,-0.4044794386875528,0.7727827148111702,0.46979789505538816,0.36660617713534205,-0.13977136764027961,-0.5907454952649042,-0.643684725922247,-0.6840506288140784,-0.04135145836730144,0.08897309944598954,-0.4467427554654879,-0.6165903540537255,1.0,-0.2896500072438878,0.4852464944911759,0.399176731944148,0.5612480446087464,0.20397451126219585,-0.5222266911952546,-0.6092422389976851,-0.8040304398749919,-0.8099342261376465,0.09500347387566975,0.28090425209628395,0.17427063273568705,-0.48447179054351114,-0.7104273034287786,0.724121964592495,-0.533481409220661,-0.6270918721144322,-0.6346904051323884,-0.2457443568056983,0.8046989095786504,-0.05521347863102291,0.08169400492873077,0.7188830081648732,0.7214234797895559,-0.7136722619960508,-0.2152118799790612,-0.3852326585877051,-0.3560796286741215,0.2335914885862095,-0.1351176420941448,-0.6616143356101053,-0.22264663484934172,-0.19534423899345701,0.43822107999252363,-0.5983235454650095,0.5965150434592652,-0.5402881754420145,-0.09746239725573452,0.7891335089160507,-0.7593938390958574,0.12074259888588272,-0.5677194797576027,-0.555896195706737,-0.22515060596795125,-0.3013422421458397,0.44666746989658346,-0.7441041211160159,-0.3372461850959867,0.8269418168954981,-0.444394135224238,0.7608749727756149,-0.4256368729155966,-0.39962173969541276,-0.3840107003284718,0.2332551910866338,-0.4212540557366809,0.6849100361840268,-0.26624334488776447,-0.6360590903902095,-0.6500919955440986,-0.6805317311946392,-0.4654312221341098,0.15342180711200254,-0.5935209150224702,0.8320334379314743,-0.28172610651647023,0.2624278991508643,-0.48175290905692947,-0.4935129052140375
DLTR,0.08507130547425364,0.5362703526115266,0.19043188263139119,-0.11186776290540788,0.4891388128508586,0.6186434940523902,0.6348208857508842,0.4878551491501613,-0.062191377706121896,0.34950822939031334,0.6527538224007378,0.4086400202122009,0.4610628705183598,0.6824243069942504,0.5088514914427226,0.4820520780984671,0.19444312941051048,0.09561971704482775,-0.1903358739138069,0.0902474525081212,0.6037279782052386,0.6409071458243171,-0.4335789213917953,0.21259172575478671,0.1383353315011256,0.19170852771382754,0.574631005375829,0.6130198701697094,0.3768332957090689,0.4582050018758878,0.259336979806436,-0.20460374198044526,0.4301466226662168,-0.2896500072438878,1.0,0.4944121888464917,0.12651666519594668,-0.4604054797260222,0.5348952157196805,0.5917383397688145,0.5346152219590413,0.3179697756173868,0.31973283285484577,0.27069552112290723,-0.2963212775590207,-0.646157780636112,0.3663647799819204,0.42123927547253315,-0.5084216391946412,0.6614220959055884,0.521352289738449,0.5214317168059979,0.45949520668526167,0.08839065227739704,0.6801799276219644,0.7062778072760396,-0.16657500593353783,-0.19089018343125302,0.4080344856665122,0.763857416452274,0.651990354733375,0.6549963263871652,0.5665609534809904,0.5093603938509979,0.5673624656185158,0.3234086982222482,0.7060563014087007,-0.13057947647373533,0.4614799204886452,0.21140243325288263,0.48622800503898383,0.39848086840168706,0.1469945168267392,0.35088788977745583,0.6377556746671659,0.6138614144087283,0.680977033958413,0.42574958779467664,0.4672921995561023,-0.4514570098983843,0.563047756135709,0.27941127230673923,-0.09660650915772057,0.43021285130345593,-0.2108696398146871,0.6643860960114014,0.2622983506710254,0.4857580402779376,-0.09538890495385861,0.7319039722789429,-0.5256970731476149,-0.054998235467858154,0.0036690098600562814,0.5198229817867149,0.5381777089633504,0.5173619468805932,-0.6084881645038677,0.5464495954922843,-0.18338377773628176,0.6784408682717268,0.5047322989552528,0.454422584969347,0.5286183457890271
EBAY,0.3964631178700987,0.10190390611873336,-0.25215249778022863,0.11421096751798632,0.2763208204912056,0.26711008880911763,0.2791596298714086,0.07228597530664818,0.4929564358222468,-0.067767706001098,0.329513967638494,0.08722542574122032,0.8182917485218593,0.5087742412723641,0.16000697646624604,-0.04978867748809792,0.5421854923599809,-0.1190956286388031,-0.3538028324424525,0.5137772296869159,0.35121208204847804,0.1811024043462544,0.11739051120275378,0.45163345373904257,0.31130752497106573,0.006079090327221342,0.13934455300007792,0.1027729301673383,-0.08040286676217821,0.5617033453922468,0.056549579412321554,-0.4148626271680898,-0.04719163213243661,0.4852464944911759,0.4944121888464917,1.0,0.6270782579392934,-0.0692954437490732,0.6903272175259526,0.08692676388103308,0.08089406866475615,-0.2338667332979075,-0.2352437832755838,0.4151700471412338,-0.02121066466016769,-0.5004777907400677,0.09419074655475596,-0.11094953676211824,0.011331294620746597,0.26748702900396126,0.03610718615269636,0.05537962270128963,0.4141523909173295,0.7289301534207975,0.5804177993008369,0.7254837964063385,0.3892607634143279,0.37310220635921637,-0.13186341304906546,0.5967035650502426,0.4210318188869868,0.3131576705814387,0.7448935900836884,0.5278671375490774,0.04611464839873823,-0.0028097090122968706,0.4672049874438344,0.2687172509788417,0.051689591482722085,0.49586696319115225,0.1856798574912461,0.4483055722972569,0.776245716020801,-0.32594705366231125,0.5814856877676865,0.07179038519260443,0.19892351725650984,0.028232437742752036,0.06670806707388373,-0.14732848165640247,-0.06505827291508393,0.22796732817708668,0.6032620395462595,-0.07323232991819138,0.31496874206375497,0.2386473386376864,-0.17742720260660638,0.2105362899639872,0.0952371927852973,0.38620909950145166,-0.002153604917052097,-0.34483309981906807,-0.4995158861186182,-0.013164153468700845,0.001505938341129937,0.18954090485546388,-0.4785202163412704,0.07405793454381215,0.560632365388499,0.3721262834350463,0.7821104216452605,-0.07428486107725747,0.023154380089443323
EA,0.8559810299171945,0.23288462649911207,-0.20606375340260732,0.056153860573795546,0.5612479330188076,0.4199811970829881,0.41466849075006107,0.2517394974392094,0.34117951336452734,0.16272789708840293,0.19488620884409366,0.36723685879093443,0.7080857280674852,0.5862009361830567,0.17303005204931143,-0.0017880642992492122,0.8150930117098497,0.2520325795232251,0.12462493624587516,0.7664693516218998,0.02148848385266163,0.007812887504169145,-0.060137857379352705,0.4496764398487903,-0.09630218238033955,-0.03158199717132056,0.22284097707562078,0.00703416155493335,0.21259390602108277,0.7740735659197737,-0.34681731261572313,-0.3393235940267111,0.07761242861230234,0.399176731944148,0.12651666519594668,0.6270782579392934,1.0,0.14043989186168593,0.7639492896407375,-0.0845982594429879,0.1021247909488671,0.010799554302365073,0.014395909797332795,0.5352252411629409,0.17293935998608007,-0.34968846213771726,0.32612732708098013,0.1230347150447588,-0.21791919838373483,0.27885057909806915,0.08451992762187799,0.233253364430283,0.6418850891241668,0.6708121331568296,0.4101115351203765,0.5721194474398764,0.15388139223696876,0.13749615541591131,-0.06245630867856175,0.5552014797066293,0.4967865281061124,0.06388171575819265,0.6810214740525747,0.7332277770489836,0.09546865064686846,-0.40700419136148175,0.4205992437985174,0.35155488931956397,0.31829337236854743,0.15184568316193975,0.34062045664599566,0.7750117182698384,0.5345666411318489,-0.3595485763868728,0.07843934165340655,-0.056218074818195185,0.17733034901325628,-0.17546767214909992,-0.0021070338567433463,-0.052498505922541905,-0.007633769335563835,0.6205901736427701,0.632794098274919,-0.4918707906134884,-0.001828661081014065,0.10506451807276104,-0.41308105711265386,0.550260523700768,0.38566579893321506,0.4173396341166206,0.07527233088879115,-0.5035721474931838,-0.36755217698227294,-0.016925173041782184,-0.028067623306405887,0.32677900883261196,-0.3409434859658531,-0.07439755347736868,0.5542505387068543,0.1758067339281586,0.7958391780959106,-0.22391951116279957,-0.25852074995067875
EXPE,0.06161931704720428,-0.36147325814986714,-0.04068020704670867,0.38872169214672836,-0.233776188910229,-0.18578164478899897,-0.20915895912402913,-0.36529634877982026,0.21633889641190873,-0.15208175864721854,-0.24103649625569293,-0.16455660970400893,-0.02051410453128839,-0.31219563857880966,-0.17100410868729923,-0.2587836316620361,0.022591289724030343,0.06515871058826914,0.25949479110904106,0.05432209106544909,-0.03988847679925069,-0.1329146375239114,0.6683640632804835,0.5077701023903574,0.4337963222140435,0.38998932213820264,-0.3203691548071736,-0.4372407574549365,-0.3666362607308841,-0.14455598854338753,0.3274274121209272,0.45610087968555113,-0.1823507186162973,0.5612480446087464,-0.4604054797260222,-0.0692954437490732,0.14043989186168593,1.0,0.034147967336017944,-0.39875340463938147,-0.28004354082906113,-0.4231976803219765,-0.4279375482570592,0.05360826545837596,0.5854258001275167,0.6731811823081609,-0.19754751685217273,-0.27989540032481863,0.542781791241502,-0.537858072075545,-0.29806294136458394,-0.2772544309040912,-0.38728007800742287,0.2979648613636501,-0.12848400674408625,-0.13100595954707497,0.1987285457834395,0.20037771112768477,-0.3259312801316858,-0.3598282839778226,-0.40538030258716007,-0.2546847096655952,0.028601127470237152,-0.321257431506472,-0.3471524820304528,-0.02455729316654056,-0.10592359870327892,0.004739269055116878,-0.3684156875905652,0.13751077383077168,-0.37522740650278485,-0.17546120023073364,0.1692809513339091,-0.36223243497582486,0.010683075013661511,-0.3020624328162711,-0.3004010044186811,0.15412184403324045,-0.2221860048084556,0.821767910296986,-0.4593507085844985,-0.22589181739660813,0.357888486036516,-0.19463803504725039,0.41935312541928815,-0.1859934502674605,0.0562895306565614,-0.17483628452677974,0.4228003341755045,-0.3818519706451304,0.4070220216747799,0.06855007741172409,-0.06468307708033848,-0.2562169103377291,-0.38378919366570124,-0.09383122528002298,0.32510429578745964,-0.2674565676553047,0.25903477925381646,-0.10291681952486544,-0.15192597973872624,-0.01851008796191675,-0.1623928681203733
FB,0.5995436885422271,0.48833543155246173,0.0860685462651192,0.17117032998598278,0.7107480448668152,0.6668918863308905,0.6657201556506753,0.46024520704498856,0.09401634480336997,0.28642798919219475,0.5889821646033646,0.5311758411585037,0.7002729665184159,0.7910671380161372,0.49669300280099266,0.3594366804985602,0.61018740279334,0.15568812100488713,0.02855406545524674,0.5697051063782287,0.4857039931440088,0.5142021730499039,-0.18462353292548617,0.5671538617631858,0.15474518288015646,0.20821800369712845,0.5194794722025002,0.36488438668233747,0.32802013178709116,0.7056600205233381,0.04109269005621497,-0.14078551748802365,0.3681046479233513,0.20397451126219585,0.5348952157196805,0.6903272175259526,0.7639492896407375,0.034147967336017944,1.0,0.2434312771108624,0.41490820164536696,0.13296004596495262,0.13650622953894614,0.44303883841835834,0.1362561634073673,-0.4445495126956931,0.4960124538090016,0.3396489501176075,-0.3492953280896888,0.5197098281322476,0.40917540964661175,0.4545969031346457,0.5826926215797174,0.5123057449278854,0.696901966659938,0.8122505674003241,-0.01580127829653661,-0.03716531045217942,0.25508496729915303,0.7665893412874311,0.6684248985262851,0.47566258571523107,0.8636404862508451,0.7496804592403666,0.431245660485691,0.03431856035841522,0.6958493338984935,-0.011674015409574537,0.4694835137184385,0.24825301708046604,0.5259596547801222,0.7059395790214014,0.46739565293522084,-0.03654994027241127,0.4453949971323709,0.404579119267474,0.5605426827622466,0.2857723123663545,0.35586603724892835,-0.1958380265843929,0.28484981586144054,0.5705536004124065,0.4159457093851591,-0.024751411565051125,-0.12090231887304642,0.5573498740076268,-0.051937603874964926,0.6405171867164838,0.16126975728721027,0.7045095085294086,-0.2713247336635826,-0.23569676888557645,-0.2399583074358205,0.36322920179433366,0.33567755152919476,0.524548345962147,-0.665405667813689,0.3229615870613975,0.2451363032229204,0.6041497689531645,0.7787542609745146,0.24054888575516167,0.19016457665625064
