Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03,61.75,60.61000061035156,61.150001525878906,61.060001373291016,1922300.0,56.3643913269043
2017-01-04,61.59000015258789,61.040000915527344,61.310001373291016,61.290000915527344,1610100.0,56.576698303222656
2017-01-05,61.47999954223633,60.619998931884766,61.119998931884766,60.849998474121094,1646500.0,56.170536041259766
2017-01-06,61.54999923706055,60.54999923706055,60.849998474121094,61.27000045776367,1271400.0,56.5582389831543
2017-01-09,61.400001525878906,60.900001525878906,61.22999954223633,61.02000045776367,1429800.0,56.32746124267578
2017-01-10,61.290000915527344,60.689998626708984,61.08000183105469,60.810001373291016,1392800.0,56.133609771728516
2017-01-11,61.380001068115234,60.79999923706055,61.11000061035156,61.150001525878906,1424600.0,56.44746780395508
2017-01-12,61.40999984741211,60.709999084472656,60.970001220703125,61.34000015258789,1070200.0,56.62285614013672
2017-01-13,61.689998626708984,61.2599983215332,61.31999969482422,61.470001220703125,938500.0,56.74285888671875
2017-01-17,61.470001220703125,60.63999938964844,61.33000183105469,60.849998474121094,1356700.0,56.170536041259766
2017-01-18,61.13999938964844,60.720001220703125,61.0,61.040000915527344,1145800.0,56.34593200683594
2017-01-19,61.11000061035156,60.790000915527344,61.040000915527344,60.900001525878906,1173400.0,56.216697692871094
2017-01-20,61.70000076293945,60.95000076293945,61.099998474121094,61.470001220703125,1517900.0,56.74285888671875
2017-01-23,61.4900016784668,60.97999954223633,61.36000061035156,61.11000061035156,1716900.0,56.410545349121094
2017-01-24,61.959999084472656,61.18000030517578,61.18000030517578,61.869998931884766,1472000.0,57.112091064453125
2017-01-25,62.16999816894531,61.400001525878906,62.0099983215332,61.619998931884766,1529300.0,56.881324768066406
2017-01-26,61.61000061035156,61.25,61.540000915527344,61.45000076293945,1053600.0,56.724403381347656
2017-01-27,61.560001373291016,60.97999954223633,61.54999923706055,61.16999816894531,1009800.0,56.46592712402344
2017-01-30,60.9900016784668,60.41999816894531,60.72999954223633,60.810001373291016,1272900.0,56.558937072753906
2017-01-31,60.7599983215332,60.09000015258789,60.45000076293945,60.290000915527344,1684100.0,56.075294494628906
2017-02-01,59.5,58.43000030517578,59.5,58.52000045776367,4522100.0,54.42902755737305
2017-02-02,58.810001373291016,58.119998931884766,58.40999984741211,58.54999923706055,2649500.0,54.45692825317383
2017-02-03,59.16999816894531,57.709999084472656,58.900001525878906,57.970001220703125,4003300.0,53.91748046875
2017-02-06,58.400001525878906,57.349998474121094,58.02000045776367,57.619998931884766,4610200.0,53.591941833496094
2017-02-07,57.9900016784668,57.06999969482422,57.650001525878906,57.56999969482422,2810300.0,53.545440673828125
2017-02-08,57.83000183105469,57.16999816894531,57.47999954223633,57.650001525878906,1671200.0,53.619850158691406
2017-02-09,58.66999816894531,57.65999984741211,57.689998626708984,58.4900016784668,2017700.0,54.401123046875
2017-02-10,58.9900016784668,58.41999816894531,58.619998931884766,58.459999084472656,1303100.0,54.37321853637695
2017-02-13,59.22999954223633,58.709999084472656,58.75,59.040000915527344,1471200.0,54.91267395019531
2017-02-14,59.33000183105469,58.83000183105469,58.880001068115234,59.27000045776367,1113700.0,55.1265983581543
2017-02-15,59.529998779296875,58.849998474121094,59.33000183105469,59.380001068115234,1526300.0,55.22890090942383
2017-02-16,59.59000015258789,59.09000015258789,59.470001220703125,59.4900016784668,1276200.0,55.33121871948242
2017-02-17,59.459999084472656,58.7400016784668,59.459999084472656,59.130001068115234,1708100.0,54.99638366699219
2017-02-21,59.349998474121094,58.75,59.22999954223633,59.099998474121094,2218900.0,54.968475341796875
2017-02-22,59.630001068115234,58.95000076293945,58.95000076293945,59.599998474121094,1507500.0,55.43352508544922
2017-02-23,60.540000915527344,59.560001373291016,59.849998474121094,60.40999984741211,1894700.0,56.1869010925293
2017-02-24,61.939998626708984,60.20000076293945,60.439998626708984,61.810001373291016,3372600.0,57.48902893066406
2017-02-27,62.130001068115234,61.2400016784668,61.58000183105469,61.529998779296875,2122500.0,57.228599548339844
2017-02-28,61.810001373291016,61.209999084472656,61.58000183105469,61.41999816894531,1618200.0,57.12629318237305
2017-03-01,63.0099983215332,61.650001525878906,61.709999084472656,62.810001373291016,2817000.0,58.419132232666016
2017-03-02,62.59000015258789,62.209999084472656,62.560001373291016,62.36000061035156,1383000.0,58.000587463378906
2017-03-03,62.54999923706055,61.849998474121094,62.18000030517578,62.5,1779000.0,58.130794525146484
2017-03-06,62.59000015258789,62.06999969482422,62.2400016784668,62.40999984741211,1244800.0,58.04708480834961
2017-03-07,62.58000183105469,62.06999969482422,62.13999938964844,62.15999984741211,1097400.0,57.8145637512207
2017-03-08,62.599998474121094,62.0099983215332,62.150001525878906,62.31999969482422,1169000.0,57.96337890625
2017-03-09,62.47999954223633,61.810001373291016,62.25,62.119998931884766,969600.0,57.77735900878906
2017-03-10,62.540000915527344,61.790000915527344,62.220001220703125,62.380001068115234,893300.0,58.019187927246094
2017-03-13,62.630001068115234,62.099998474121094,62.33000183105469,62.560001373291016,1969200.0,58.18659591674805
2017-03-14,62.54999923706055,62.08000183105469,62.5099983215332,62.310001373291016,888500.0,57.95408248901367
2017-03-15,63.029998779296875,62.310001373291016,62.540000915527344,62.86000061035156,1406200.0,58.46562576293945
2017-03-16,63.029998779296875,62.34000015258789,62.849998474121094,62.630001068115234,1115900.0,58.251705169677734
2017-03-17,63.029998779296875,62.630001068115234,62.779998779296875,62.84000015258789,2026400.0,58.447025299072266
2017-03-20,62.95000076293945,62.04999923706055,62.869998931884766,62.310001373291016,1352700.0,57.95408248901367
2017-03-21,62.599998474121094,61.529998779296875,62.47999954223633,61.66999816894531,1845800.0,57.35881805419922
2017-03-22,62.099998474121094,61.4900016784668,61.75,62.0,1247800.0,57.665748596191406
2017-03-23,61.970001220703125,61.45000076293945,61.77000045776367,61.52000045776367,1885500.0,57.21929931640625
2017-03-24,62.040000915527344,61.310001373291016,61.790000915527344,61.619998931884766,1296500.0,57.31231689453125
2017-03-27,61.459999084472656,60.70000076293945,61.220001220703125,60.88999938964844,2748100.0,56.63334274291992
2017-03-28,61.04999923706055,60.5099983215332,60.70000076293945,60.58000183105469,4956400.0,56.34501647949219
2017-03-29,61.0,58.58000183105469,60.5099983215332,59.060001373291016,5436800.0,54.9312744140625
2017-03-30,59.33000183105469,58.75,58.939998626708984,59.130001068115234,2873800.0,54.99638366699219
2017-03-31,59.2599983215332,58.84000015258789,59.099998474121094,58.900001525878906,2537800.0,54.7824592590332
2017-04-03,58.88999938964844,58.099998474121094,58.75,58.439998626708984,2322500.0,54.354618072509766
2017-04-04,58.349998474121094,57.95000076293945,58.310001373291016,58.060001373291016,1543200.0,54.00117874145508
2017-04-05,58.880001068115234,58.040000915527344,58.33000183105469,58.29999923706055,2300500.0,54.22440719604492
2017-04-06,58.34000015258789,57.86000061035156,58.290000915527344,58.150001525878906,1458700.0,54.084896087646484
2017-04-07,58.34000015258789,58.02000045776367,58.16999816894531,58.189998626708984,1583400.0,54.12208938598633
2017-04-10,58.529998779296875,58.04999923706055,58.15999984741211,58.2400016784668,1323500.0,54.168601989746094
2017-04-11,58.720001220703125,58.0099983215332,58.2599983215332,58.720001220703125,2070700.0,54.61504364013672
2017-04-12,58.650001525878906,58.220001220703125,58.36000061035156,58.45000076293945,2093500.0,54.36391830444336
2017-04-13,58.52000045776367,57.88999938964844,58.470001220703125,57.88999938964844,1661600.0,53.84306716918945
2017-04-17,58.150001525878906,57.68000030517578,58.02000045776367,58.060001373291016,1488800.0,54.00117874145508
2017-04-18,58.2599983215332,57.7599983215332,57.7599983215332,58.220001220703125,1420400.0,54.14999771118164
